dialog_id,summary_piece,position_index
13862273,Ross invited Cornelia to a home-cooked dinner.,0
13862273,"Cornelia doesn't believe in Ross' culinary skills, so she will bring frozen lasagnas.",1
13862297,Kimberly and Toby met at Julie's party on Saturday.,0
13862297,"She befriended him on Facebook, and in return, he invited her to grab a coffee at Starbucks around 5 pm.",1
13862301,"Nathan asked Jake about new anime titles that would be light, funny and fantasy-based.",0
13862301,"Jake recommended him two titles: ""That time I got reincarnated as a slime"" and ""Zombieland Saga"".",1
13862311,Adam supports the team that Barry thinks is not worthy.,0
13862326,He is waiting for the subscription to expire.,0
13862326,"He used to enjoy the game, but most of the players he liked left and now he is playing out of habit.",1
13862326,Jon plans to give up a multiplayer game he has been playing for a long time.,2
13862332,Deborah made a very tasty radish kimchi from a recipe that her sister Esme gave her.,0
13862332,Deborah will contact Esme after KOSTA to talk about the meeting.,1
13862332,Deborah and Esme are going to meet in March on either Saturday or Sunday.,2
13862332,Esme will prepare some cookies on their meeting.,3
13862343,Eric invited Emily to go skiing with him for the whole week.,0
13862368,Daisy and Carlos passed the French exam.,0
13862368,"Daisy assumes that Carlos spent a lot of time on studying and is just pretending, to be perceived as a nice guy.",1
13862368,Carlos got a higher grade and was boasting about writing random answers.,2
13862375,Franklin and Ricardo are meeting on Friday at 2 p.m. at Dawn st. Ricardo will skip two math lessons in order to meet with Franklin and will arrive by car.,0
13862375,Ricardo has 10 blank excuses from his physiotherapist and he will use one to justify his absence from math lessons.,1
13862378,Richard will take an umbrella in case of bad weather.,0
13862378,Richard and Michelle will meet on Sunday around 4 p.m. next to the lighthouse.,1
13862378,They'll meet at 4.,2
13862384,"He has a minor injury, but was allowed to play by the doctor.",0
13862384,Arthur wants Sebastian to play in the important match.,1
13862384,"Mark, Steve and Reggie are not playing.",2
13862384,Sebastian is coming to practice today.,3
13862406,Diana wants to borrow Brave New World from Alex.,0
13862406,They are going to meet at the park in an hour.,1
13862414,Agnes has done a translation that the lawyer did not like.,0
13862418,Andre has found a job offer at Google for German speakers in Lisbon.,0
13862418,Daniel advises her to look for examples on Google.,1
13862418,Andre has been living in Italy for 4 years.,2
13862418,Both he and Hanna like Italian and Portuguese cuisine.,3
13862421,Janine has sent some photos of her children having fun to Mike.,0
13862421,Her daughter Zoe is taller than Jacob and has a boyfriend at the age of 6.,1
13862421,Janine also had a boyfriend at 6.,2
13862422,Ali has invited Lucie to visit him in Senegal.,0
13862422,"Jana, Stefan with daughters and Ali's daughter are coming to stay from 30 March to 12 April.",1
13862422,Ali tells Lucie to bring toothpaste with her.,2
13862422,Lucie had a car accident.,3
13862457,Nancy has a test on Friday.,0
13862457,She is going to study together with Maya tomorrow after school.,1
13862464,Simon is staying home and planning to watch Daredevil on Netflix.,0
13862535,"Josh got a job contract, lasting until the end of the year.",0
13862552,Joanna and Wyatt will meet to make a pom pom and drink a cup of tea.,0
13862560,Herra will take a look at an offer Gabi sent her.,0
13862560,Gabi got a job in Seoul but has a problem finding a good place to stay.,1
13862560,He has already booked the houses.,2
13862575,Phoebe is annoyed by her mother's talk.,0
13862575,Allison has some health issues and decided to use private health care.,1
13862585,Susan will have her first calls in two weeks.,0
13862585,Her last training session was with Matt almost three weeks ago.,1
13862585,Susan and Ruth will have a one hour general repetition of each step of a call on Wednesday 12th at 11 a.m. Susan will send Ruth a calendar invitation.,2
13862594,"Polly left the choir, so there is only Rory and Josh Arrowsmith in the choir now.",0
13862594,"Alice was scared, because Rory joked about a bomb attack and a huge fire in the school.",1
13862604,She has a test in ten days.,0
13862604,She is scared.,1
13862604,Hannah is gathering recipes for Mary.,2
13862604,She is going to put it all in one pdf file.,3
13862604,Patty can't wait.,4
13862609,Wyatt read an interesting article today.,0
13862609,"According to scientists, differences in use of emojis between people from the East and from the West reflect cultural differences between them.",1
13862609,t,2
13862615,Stella spent her day cleaning the church and cooking with other members of her church group.,0
13862615,Suave spent 5 hours playing games with Sophia and the others at his place yesterday.,1
13862617,Ivo and Beck will meet this weekend at that fancy restaurant near Beck's work.,0
13862641,Carrie started to watch Running Man.,0
13862641,She watched 3 episodes in a row yesterday.,1
13862641,Carrie and Andy like the cast and think that Running Man is amusing.,2
13862643,Miranda works for a huge company and is still in training.,0
13862643,"Miranda will meet some clients next week and also meet 2 girls, with whom she will work most of the time.",1
13862643,"She likes the opportunities the company offers, even though it is not her dream job.",2
13862664,Frances offers Agnes to bring a dictionary she needs as a source for the project to her office today.,0
13862664,She has a meeting not far from it and will be there before 14:00.,1
13862691,Lawrence's homework was to summarise the article about high-tech solutions.,0
13862691,He should prepare some vocabulary to this topic.,1
13862691,He is meeting Silvia on Thursday at 5 pm and will focus on innovations and the future of technology.,2
13862695,Béatrice spent the whole afternoon with their mother today.,0
13862695,She tried to sort out the issues of cleaning in her apartment and giving her a shower when she asks for it.,1
13862695,"Both Béatrice and Annick think their mother receives a poor service for the money the home costs, though some caregivers are nice.",2
13862713,Sophie wants to pass her driving licence.,0
13862713,Clemence recommends Ornikar as one of the cheapest.,1
13862713,He read that online schools are better than the traditional ones.,2
13862713,"He did his licence at CEF, having taken a month and a half for the theory and only 20 hours of driving lessons, but he had driven before.",3
13862738,Rafal needs expensive braces for his teeth.,0
13862738,Fala is worried about her dental health but is scared to go to the dentist.,1
13862744,Jessica and Claudia will go to the boathouse around 11.,0
13862744,"Dave has not been training enough for the finals, which take place in a month, due to relationship issues.",1
13862749,Maja has not bought her tickets yet but will do it this day.,0
13862749,"She lives in Transilvania, 600 km from the nearest airport, which will make her trip longer than Adrian's.",1
13862752,Arnold wants to buy a car from Boris.,0
13862752,Boris is willing to give Arnold a discount.,1
13862764,Heidi sends Isla a group composition which she did for Music GCSE.,0
13862764,Isla considers Heidi very talented in music.,1
13862764,Isla does not remember much from Music GCSE.,2
13862775,Team_V will send Katia more information.,0
13862775,Team_V wants Katia to join their organisation which sells jewellery to raise awareness regarding animal agriculture.,1
13862775,Katia is interested in being a brand representative for Team_V.,2
13862779,"Luca is travelling to Italy in February, so he wants to revise some travelling-related phrases during next Italian lessons with Mia.",0
13862779,Mia failed her driving test.,1
13862779,This time he wants to see the statue of David in Florence and Rome.,2
13862779,"He has been in Italy, specifically in Vatican, before.",3
13862790,Fred is browsing real estate offers.,0
13862790,Reynold advises Fred that he should carefully check the apartment before buying it.,1
13862792,Maola worries that her son does not speak at the age of over 12 months.,0
13862794,Emily and Amanda have to deal with all the workload on their own.,0
13862794,Amanda is unhappy about it so she tried to reach Olivia and make her do her own job remotely.,1
13862819,Francis asked Reynold for help with installing the gas heating.,0
13862820,"Luis has to take a break from sports because he has a condition in his foot called ""island bones"".",0
13862820,He might need an operation to remove them.,1
13862827,Kenneth is going to Sweden and wants to top up his account to make phone calls abroad.,0
13862843,Isaiah has undergone an appendix removal surgery.,0
13862853,"While training for a run, Sam's pulled his muscle.",0
13862853,He's taking part in a run because he lost a bet.,1
13862855,Rosa will bring some snacks.,0
13862855,Hope invited Rosa for a night in with friends on Thursday after 7 PM.,1
13862885,Kate is in Australia.,0
13862887,Adrien asked Helen to call Diana and tell her that he is doing fine.,0
13862887,Helen has a St. Bernard called Graham.,1
13862887,He will call her.,2
13862896,Rach told Charlotte that Ursula had been flirting with Charlotte's boyfriend at the last party at Dan's.,0
13862896,Charlotte will explain the situation with her boyfriend and Ursula.,1
13862898,Sally is doing shopping for her baby shower planned for tomorrow at 7 o'clock.,0
13862898,She will prepare some vegan snacks for Tatiana.,1
13862898,Tatiana will bring wine glasses.,2
13862922,She plans to split it into 2 apartments.,0
13862922,Stella wants to see the apartment in the morning.,1
13862934,Raoul has a birthday today.,0
13862934,He will pick Martin up at the station.,1
13862952,Agata can't confirm Mauro's friend request.,0
13862952,Agata is recovering.,1
13862954,Damian is always available if he needs to talk and recommends a place on Brown Street.,0
13862954,Emanuel is having an appointment with the psychiatrist next week and with the psychologist a week later.,1
13862983,"Arturo is applying for a French citizenship, which is a long and complicated process.",0
